publication_vintage_date,reference_date,principal_offence_id,observation_period_id,sex_id,statistic_basis_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,recipe_protocol,replay_map_digest,c3_row_trace_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_observation_period,raw_sex,raw_statistic_basis
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2008_09_f695681e,FEMALES_29864773,NUMBER_a081e07b,published-value,published-unit,24,observed,24,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 9,R26C2,sha256:47dd8810eb41a8043bd661be973757707482821d7407cb62510fddc83d3cd520,RecipeV01,sha256:9b08b54aaaefa41509f2befd07e7e20b60595088edf5509d55dc9e687631203f,sha256:5fdcad29b4daf627e24919a2e315dd3ac9fc01ad5825d13a2f4b29164f9e5d43,recorded-crime-offenders,sha256:2846c2997e137a77e6f26e0565d1deb8660dffdadf4b41398bed238838fbfe09,tidy.table-family-acceptance/v2,sha256:528093681b57e1035cfe8ee44d1e3811040ab95e1353cf8a15e771e4111df890,sha256:053c2f912333d2c744980710f6eaacdc77bf9669ac6bd2a5411b079524a20994,sha256:9b08b54aaaefa41509f2befd07e7e20b60595088edf5509d55dc9e687631203f,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:9b08b54aaaefa41509f2befd07e7e20b60595088edf5509d55dc9e687631203f,01 Homicide and related offences,2008–09,Females,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2008_09_f695681e,FEMALES_29864773,OFFENDER_RATE_bf190e83,published-value,published-unit,1.3,observed,1.3,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 9,R26C16,sha256:47dd8810eb41a8043bd661be973757707482821d7407cb62510fddc83d3cd520,RecipeV01,sha256:9b08b54aaaefa41509f2befd07e7e20b60595088edf5509d55dc9e687631203f,sha256:5fdcad29b4daf627e24919a2e315dd3ac9fc01ad5825d13a2f4b29164f9e5d43,recorded-crime-offenders,sha256:2846c2997e137a77e6f26e0565d1deb8660dffdadf4b41398bed238838fbfe09,tidy.table-family-acceptance/v2,sha256:528093681b57e1035cfe8ee44d1e3811040ab95e1353cf8a15e771e4111df890,sha256:053c2f912333d2c744980710f6eaacdc77bf9669ac6bd2a5411b079524a20994,sha256:9b08b54aaaefa41509f2befd07e7e20b60595088edf5509d55dc9e687631203f,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:9b08b54aaaefa41509f2befd07e7e20b60595088edf5509d55dc9e687631203f,01 Homicide and related offences,2008–09,Females,Offender rate(a)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2008_09_f695681e,MALES_66d5f994,NUMBER_a081e07b,published-value,published-unit,147,observed,147,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 9,R8C2,sha256:47dd8810eb41a8043bd661be973757707482821d7407cb62510fddc83d3cd520,RecipeV01,sha256:9b08b54aaaefa41509f2befd07e7e20b60595088edf5509d55dc9e687631203f,sha256:5fdcad29b4daf627e24919a2e315dd3ac9fc01ad5825d13a2f4b29164f9e5d43,recorded-crime-offenders,sha256:2846c2997e137a77e6f26e0565d1deb8660dffdadf4b41398bed238838fbfe09,tidy.table-family-acceptance/v2,sha256:528093681b57e1035cfe8ee44d1e3811040ab95e1353cf8a15e771e4111df890,sha256:053c2f912333d2c744980710f6eaacdc77bf9669ac6bd2a5411b079524a20994,sha256:9b08b54aaaefa41509f2befd07e7e20b60595088edf5509d55dc9e687631203f,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:9b08b54aaaefa41509f2befd07e7e20b60595088edf5509d55dc9e687631203f,01 Homicide and related offences,2008–09,Males,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2008_09_f695681e,MALES_66d5f994,OFFENDER_RATE_bf190e83,published-value,published-unit,8,observed,8,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 9,R8C16,sha256:47dd8810eb41a8043bd661be973757707482821d7407cb62510fddc83d3cd520,RecipeV01,sha256:9b08b54aaaefa41509f2befd07e7e20b60595088edf5509d55dc9e687631203f,sha256:5fdcad29b4daf627e24919a2e315dd3ac9fc01ad5825d13a2f4b29164f9e5d43,recorded-crime-offenders,sha256:2846c2997e137a77e6f26e0565d1deb8660dffdadf4b41398bed238838fbfe09,tidy.table-family-acceptance/v2,sha256:528093681b57e1035cfe8ee44d1e3811040ab95e1353cf8a15e771e4111df890,sha256:053c2f912333d2c744980710f6eaacdc77bf9669ac6bd2a5411b079524a20994,sha256:9b08b54aaaefa41509f2befd07e7e20b60595088edf5509d55dc9e687631203f,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:9b08b54aaaefa41509f2befd07e7e20b60595088edf5509d55dc9e687631203f,01 Homicide and related offences,2008–09,Males,Offender rate(a)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2008_09_f695681e,PERSONS_4d6dccab,NUMBER_a081e07b,published-value,published-unit,175,observed,175,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 9,R44C2,sha256:47dd8810eb41a8043bd661be973757707482821d7407cb62510fddc83d3cd520,RecipeV01,sha256:9b08b54aaaefa41509f2befd07e7e20b60595088edf5509d55dc9e687631203f,sha256:5fdcad29b4daf627e24919a2e315dd3ac9fc01ad5825d13a2f4b29164f9e5d43,recorded-crime-offenders,sha256:2846c2997e137a77e6f26e0565d1deb8660dffdadf4b41398bed238838fbfe09,tidy.table-family-acceptance/v2,sha256:528093681b57e1035cfe8ee44d1e3811040ab95e1353cf8a15e771e4111df890,sha256:053c2f912333d2c744980710f6eaacdc77bf9669ac6bd2a5411b079524a20994,sha256:9b08b54aaaefa41509f2befd07e7e20b60595088edf5509d55dc9e687631203f,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:9b08b54aaaefa41509f2befd07e7e20b60595088edf5509d55dc9e687631203f,01 Homicide and related offences,2008–09,Persons(i),Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2008_09_f695681e,PERSONS_4d6dccab,OFFENDER_RATE_bf190e83,published-value,published-unit,4.7,observed,4.7,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 9,R44C16,sha256:47dd8810eb41a8043bd661be973757707482821d7407cb62510fddc83d3cd520,RecipeV01,sha256:9b08b54aaaefa41509f2befd07e7e20b60595088edf5509d55dc9e687631203f,sha256:5fdcad29b4daf627e24919a2e315dd3ac9fc01ad5825d13a2f4b29164f9e5d43,recorded-crime-offenders,sha256:2846c2997e137a77e6f26e0565d1deb8660dffdadf4b41398bed238838fbfe09,tidy.table-family-acceptance/v2,sha256:528093681b57e1035cfe8ee44d1e3811040ab95e1353cf8a15e771e4111df890,sha256:053c2f912333d2c744980710f6eaacdc77bf9669ac6bd2a5411b079524a20994,sha256:9b08b54aaaefa41509f2befd07e7e20b60595088edf5509d55dc9e687631203f,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:9b08b54aaaefa41509f2befd07e7e20b60595088edf5509d55dc9e687631203f,01 Homicide and related offences,2008–09,Persons(i),Offender rate(a)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2009_10_d4eb8e50,FEMALES_29864773,NUMBER_a081e07b,published-value,published-unit,19,observed,19,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 9,R26C3,sha256:47dd8810eb41a8043bd661be973757707482821d7407cb62510fddc83d3cd520,RecipeV01,sha256:9b08b54aaaefa41509f2befd07e7e20b60595088edf5509d55dc9e687631203f,sha256:5fdcad29b4daf627e24919a2e315dd3ac9fc01ad5825d13a2f4b29164f9e5d43,recorded-crime-offenders,sha256:2846c2997e137a77e6f26e0565d1deb8660dffdadf4b41398bed238838fbfe09,tidy.table-family-acceptance/v2,sha256:528093681b57e1035cfe8ee44d1e3811040ab95e1353cf8a15e771e4111df890,sha256:053c2f912333d2c744980710f6eaacdc77bf9669ac6bd2a5411b079524a20994,sha256:9b08b54aaaefa41509f2befd07e7e20b60595088edf5509d55dc9e687631203f,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:9b08b54aaaefa41509f2befd07e7e20b60595088edf5509d55dc9e687631203f,01 Homicide and related offences,2009–10,Females,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2009_10_d4eb8e50,FEMALES_29864773,OFFENDER_RATE_bf190e83,published-value,published-unit,1,observed,1,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 9,R26C17,sha256:47dd8810eb41a8043bd661be973757707482821d7407cb62510fddc83d3cd520,RecipeV01,sha256:9b08b54aaaefa41509f2befd07e7e20b60595088edf5509d55dc9e687631203f,sha256:5fdcad29b4daf627e24919a2e315dd3ac9fc01ad5825d13a2f4b29164f9e5d43,recorded-crime-offenders,sha256:2846c2997e137a77e6f26e0565d1deb8660dffdadf4b41398bed238838fbfe09,tidy.table-family-acceptance/v2,sha256:528093681b57e1035cfe8ee44d1e3811040ab95e1353cf8a15e771e4111df890,sha256:053c2f912333d2c744980710f6eaacdc77bf9669ac6bd2a5411b079524a20994,sha256:9b08b54aaaefa41509f2befd07e7e20b60595088edf5509d55dc9e687631203f,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:9b08b54aaaefa41509f2befd07e7e20b60595088edf5509d55dc9e687631203f,01 Homicide and related offences,2009–10,Females,Offender rate(a)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2009_10_d4eb8e50,MALES_66d5f994,NUMBER_a081e07b,published-value,published-unit,132,observed,132,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 9,R8C3,sha256:47dd8810eb41a8043bd661be973757707482821d7407cb62510fddc83d3cd520,RecipeV01,sha256:9b08b54aaaefa41509f2befd07e7e20b60595088edf5509d55dc9e687631203f,sha256:5fdcad29b4daf627e24919a2e315dd3ac9fc01ad5825d13a2f4b29164f9e5d43,recorded-crime-offenders,sha256:2846c2997e137a77e6f26e0565d1deb8660dffdadf4b41398bed238838fbfe09,tidy.table-family-acceptance/v2,sha256:528093681b57e1035cfe8ee44d1e3811040ab95e1353cf8a15e771e4111df890,sha256:053c2f912333d2c744980710f6eaacdc77bf9669ac6bd2a5411b079524a20994,sha256:9b08b54aaaefa41509f2befd07e7e20b60595088edf5509d55dc9e687631203f,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:9b08b54aaaefa41509f2befd07e7e20b60595088edf5509d55dc9e687631203f,01 Homicide and related offences,2009–10,Males,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2009_10_d4eb8e50,MALES_66d5f994,OFFENDER_RATE_bf190e83,published-value,published-unit,7,observed,7,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 9,R8C17,sha256:47dd8810eb41a8043bd661be973757707482821d7407cb62510fddc83d3cd520,RecipeV01,sha256:9b08b54aaaefa41509f2befd07e7e20b60595088edf5509d55dc9e687631203f,sha256:5fdcad29b4daf627e24919a2e315dd3ac9fc01ad5825d13a2f4b29164f9e5d43,recorded-crime-offenders,sha256:2846c2997e137a77e6f26e0565d1deb8660dffdadf4b41398bed238838fbfe09,tidy.table-family-acceptance/v2,sha256:528093681b57e1035cfe8ee44d1e3811040ab95e1353cf8a15e771e4111df890,sha256:053c2f912333d2c744980710f6eaacdc77bf9669ac6bd2a5411b079524a20994,sha256:9b08b54aaaefa41509f2befd07e7e20b60595088edf5509d55dc9e687631203f,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:9b08b54aaaefa41509f2befd07e7e20b60595088edf5509d55dc9e687631203f,01 Homicide and related offences,2009–10,Males,Offender rate(a)
