publication_vintage_date,reference_date,characteristic_category_id,method_of_finalisation_id,observation_period_id,court_level_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_characteristic_category,raw_method_of_finalisation,raw_observation_period,raw_court_level
2022-06-30,2022-06-30,CHAR_13_TO_UNDER_26_WEEKS,METHOD_ACQUITTED,2022-06-30,ALL_COURTS,defendant-count,person,3368,observed,3368,sha256:a541909bfe1a7f44d214e9ae870bb33e6c43feb181f73b07ed5f930d0cdd8b8c,Table 6,R9C2,sha256:d4e72c2fa420c60b3d2c6009cf989bddbe3b0935c24254b440d9830d6ed24b9d,criminal-courts-australia,sha256:52fb1d3bf4769266f98d75b00d6e600924922bf586dd18c443cfca44fb472b4b,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a4a21f46069267aea9708167a02ec7469f094dc1fbb28125622171531d730957,sha256:67c1b662a38402e7306b4f71b2fbb86a1d19936d16d57b43a443cf239af68feb,human-authored/deterministic-map-v1,replay:sha256:5c511bf97198ef9310493bf9dade51ede471d580d6ff221e804de7a88dbfb361,13 to under 26 weeks,Acquitted,2020–21,All Courts
2022-06-30,2022-06-30,CHAR_13_TO_UNDER_26_WEEKS,METHOD_ACQUITTED,2022-06-30,CHILDRENS_COURTS,defendant-count,person,339,observed,339,sha256:a541909bfe1a7f44d214e9ae870bb33e6c43feb181f73b07ed5f930d0cdd8b8c,Table 6,R39C2,sha256:d4e72c2fa420c60b3d2c6009cf989bddbe3b0935c24254b440d9830d6ed24b9d,criminal-courts-australia,sha256:52fb1d3bf4769266f98d75b00d6e600924922bf586dd18c443cfca44fb472b4b,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a4a21f46069267aea9708167a02ec7469f094dc1fbb28125622171531d730957,sha256:67c1b662a38402e7306b4f71b2fbb86a1d19936d16d57b43a443cf239af68feb,human-authored/deterministic-map-v1,replay:sha256:5c511bf97198ef9310493bf9dade51ede471d580d6ff221e804de7a88dbfb361,13 to under 26 weeks,Acquitted,2020–21,Children's Courts
2022-06-30,2022-06-30,CHAR_13_TO_UNDER_26_WEEKS,METHOD_ACQUITTED,2022-06-30,HIGHER_COURTS,defendant-count,person,67,observed,67,sha256:a541909bfe1a7f44d214e9ae870bb33e6c43feb181f73b07ed5f930d0cdd8b8c,Table 6,R19C2,sha256:d4e72c2fa420c60b3d2c6009cf989bddbe3b0935c24254b440d9830d6ed24b9d,criminal-courts-australia,sha256:52fb1d3bf4769266f98d75b00d6e600924922bf586dd18c443cfca44fb472b4b,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a4a21f46069267aea9708167a02ec7469f094dc1fbb28125622171531d730957,sha256:67c1b662a38402e7306b4f71b2fbb86a1d19936d16d57b43a443cf239af68feb,human-authored/deterministic-map-v1,replay:sha256:5c511bf97198ef9310493bf9dade51ede471d580d6ff221e804de7a88dbfb361,13 to under 26 weeks,Acquitted,2020–21,Higher Courts
2022-06-30,2022-06-30,CHAR_13_TO_UNDER_26_WEEKS,METHOD_ACQUITTED,2022-06-30,MAGISTRATES_COURTS,defendant-count,person,2956,observed,2956,sha256:a541909bfe1a7f44d214e9ae870bb33e6c43feb181f73b07ed5f930d0cdd8b8c,Table 6,R29C2,sha256:d4e72c2fa420c60b3d2c6009cf989bddbe3b0935c24254b440d9830d6ed24b9d,criminal-courts-australia,sha256:52fb1d3bf4769266f98d75b00d6e600924922bf586dd18c443cfca44fb472b4b,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a4a21f46069267aea9708167a02ec7469f094dc1fbb28125622171531d730957,sha256:67c1b662a38402e7306b4f71b2fbb86a1d19936d16d57b43a443cf239af68feb,human-authored/deterministic-map-v1,replay:sha256:5c511bf97198ef9310493bf9dade51ede471d580d6ff221e804de7a88dbfb361,13 to under 26 weeks,Acquitted,2020–21,Magistrates' Courts
2022-06-30,2022-06-30,CHAR_13_TO_UNDER_26_WEEKS,METHOD_GUILTY_OUTCOME,2022-06-30,ALL_COURTS,defendant-count,person,76469,observed,76469,sha256:a541909bfe1a7f44d214e9ae870bb33e6c43feb181f73b07ed5f930d0cdd8b8c,Table 6,R9C3,sha256:d4e72c2fa420c60b3d2c6009cf989bddbe3b0935c24254b440d9830d6ed24b9d,criminal-courts-australia,sha256:52fb1d3bf4769266f98d75b00d6e600924922bf586dd18c443cfca44fb472b4b,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a4a21f46069267aea9708167a02ec7469f094dc1fbb28125622171531d730957,sha256:67c1b662a38402e7306b4f71b2fbb86a1d19936d16d57b43a443cf239af68feb,human-authored/deterministic-map-v1,replay:sha256:5c511bf97198ef9310493bf9dade51ede471d580d6ff221e804de7a88dbfb361,13 to under 26 weeks,Guilty outcome,2020–21,All Courts
2022-06-30,2022-06-30,CHAR_13_TO_UNDER_26_WEEKS,METHOD_GUILTY_OUTCOME,2022-06-30,CHILDRENS_COURTS,defendant-count,person,4161,observed,4161,sha256:a541909bfe1a7f44d214e9ae870bb33e6c43feb181f73b07ed5f930d0cdd8b8c,Table 6,R39C3,sha256:d4e72c2fa420c60b3d2c6009cf989bddbe3b0935c24254b440d9830d6ed24b9d,criminal-courts-australia,sha256:52fb1d3bf4769266f98d75b00d6e600924922bf586dd18c443cfca44fb472b4b,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a4a21f46069267aea9708167a02ec7469f094dc1fbb28125622171531d730957,sha256:67c1b662a38402e7306b4f71b2fbb86a1d19936d16d57b43a443cf239af68feb,human-authored/deterministic-map-v1,replay:sha256:5c511bf97198ef9310493bf9dade51ede471d580d6ff221e804de7a88dbfb361,13 to under 26 weeks,Guilty outcome,2020–21,Children's Courts
2022-06-30,2022-06-30,CHAR_13_TO_UNDER_26_WEEKS,METHOD_GUILTY_OUTCOME,2022-06-30,HIGHER_COURTS,defendant-count,person,3908,observed,3908,sha256:a541909bfe1a7f44d214e9ae870bb33e6c43feb181f73b07ed5f930d0cdd8b8c,Table 6,R19C3,sha256:d4e72c2fa420c60b3d2c6009cf989bddbe3b0935c24254b440d9830d6ed24b9d,criminal-courts-australia,sha256:52fb1d3bf4769266f98d75b00d6e600924922bf586dd18c443cfca44fb472b4b,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a4a21f46069267aea9708167a02ec7469f094dc1fbb28125622171531d730957,sha256:67c1b662a38402e7306b4f71b2fbb86a1d19936d16d57b43a443cf239af68feb,human-authored/deterministic-map-v1,replay:sha256:5c511bf97198ef9310493bf9dade51ede471d580d6ff221e804de7a88dbfb361,13 to under 26 weeks,Guilty outcome,2020–21,Higher Courts
2022-06-30,2022-06-30,CHAR_13_TO_UNDER_26_WEEKS,METHOD_GUILTY_OUTCOME,2022-06-30,MAGISTRATES_COURTS,defendant-count,person,68407,observed,68407,sha256:a541909bfe1a7f44d214e9ae870bb33e6c43feb181f73b07ed5f930d0cdd8b8c,Table 6,R29C3,sha256:d4e72c2fa420c60b3d2c6009cf989bddbe3b0935c24254b440d9830d6ed24b9d,criminal-courts-australia,sha256:52fb1d3bf4769266f98d75b00d6e600924922bf586dd18c443cfca44fb472b4b,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a4a21f46069267aea9708167a02ec7469f094dc1fbb28125622171531d730957,sha256:67c1b662a38402e7306b4f71b2fbb86a1d19936d16d57b43a443cf239af68feb,human-authored/deterministic-map-v1,replay:sha256:5c511bf97198ef9310493bf9dade51ede471d580d6ff221e804de7a88dbfb361,13 to under 26 weeks,Guilty outcome,2020–21,Magistrates' Courts
2022-06-30,2022-06-30,CHAR_13_TO_UNDER_26_WEEKS,METHOD_TOTAL,2022-06-30,ALL_COURTS,defendant-count,person,95684,observed,95684,sha256:a541909bfe1a7f44d214e9ae870bb33e6c43feb181f73b07ed5f930d0cdd8b8c,Table 6,R9C7,sha256:d4e72c2fa420c60b3d2c6009cf989bddbe3b0935c24254b440d9830d6ed24b9d,criminal-courts-australia,sha256:52fb1d3bf4769266f98d75b00d6e600924922bf586dd18c443cfca44fb472b4b,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a4a21f46069267aea9708167a02ec7469f094dc1fbb28125622171531d730957,sha256:67c1b662a38402e7306b4f71b2fbb86a1d19936d16d57b43a443cf239af68feb,human-authored/deterministic-map-v1,replay:sha256:5c511bf97198ef9310493bf9dade51ede471d580d6ff221e804de7a88dbfb361,13 to under 26 weeks,Total,2020–21,All Courts
2022-06-30,2022-06-30,CHAR_13_TO_UNDER_26_WEEKS,METHOD_TOTAL,2022-06-30,CHILDRENS_COURTS,defendant-count,person,6000,observed,6000,sha256:a541909bfe1a7f44d214e9ae870bb33e6c43feb181f73b07ed5f930d0cdd8b8c,Table 6,R39C7,sha256:d4e72c2fa420c60b3d2c6009cf989bddbe3b0935c24254b440d9830d6ed24b9d,criminal-courts-australia,sha256:52fb1d3bf4769266f98d75b00d6e600924922bf586dd18c443cfca44fb472b4b,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a4a21f46069267aea9708167a02ec7469f094dc1fbb28125622171531d730957,sha256:67c1b662a38402e7306b4f71b2fbb86a1d19936d16d57b43a443cf239af68feb,human-authored/deterministic-map-v1,replay:sha256:5c511bf97198ef9310493bf9dade51ede471d580d6ff221e804de7a88dbfb361,13 to under 26 weeks,Total,2020–21,Children's Courts
2022-06-30,2022-06-30,CHAR_13_TO_UNDER_26_WEEKS,METHOD_TOTAL,2022-06-30,HIGHER_COURTS,defendant-count,person,4380,observed,4380,sha256:a541909bfe1a7f44d214e9ae870bb33e6c43feb181f73b07ed5f930d0cdd8b8c,Table 6,R19C7,sha256:d4e72c2fa420c60b3d2c6009cf989bddbe3b0935c24254b440d9830d6ed24b9d,criminal-courts-australia,sha256:52fb1d3bf4769266f98d75b00d6e600924922bf586dd18c443cfca44fb472b4b,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a4a21f46069267aea9708167a02ec7469f094dc1fbb28125622171531d730957,sha256:67c1b662a38402e7306b4f71b2fbb86a1d19936d16d57b43a443cf239af68feb,human-authored/deterministic-map-v1,replay:sha256:5c511bf97198ef9310493bf9dade51ede471d580d6ff221e804de7a88dbfb361,13 to under 26 weeks,Total,2020–21,Higher Courts
2022-06-30,2022-06-30,CHAR_13_TO_UNDER_26_WEEKS,METHOD_TOTAL,2022-06-30,MAGISTRATES_COURTS,defendant-count,person,85305,observed,85305,sha256:a541909bfe1a7f44d214e9ae870bb33e6c43feb181f73b07ed5f930d0cdd8b8c,Table 6,R29C7,sha256:d4e72c2fa420c60b3d2c6009cf989bddbe3b0935c24254b440d9830d6ed24b9d,criminal-courts-australia,sha256:52fb1d3bf4769266f98d75b00d6e600924922bf586dd18c443cfca44fb472b4b,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a4a21f46069267aea9708167a02ec7469f094dc1fbb28125622171531d730957,sha256:67c1b662a38402e7306b4f71b2fbb86a1d19936d16d57b43a443cf239af68feb,human-authored/deterministic-map-v1,replay:sha256:5c511bf97198ef9310493bf9dade51ede471d580d6ff221e804de7a88dbfb361,13 to under 26 weeks,Total,2020–21,Magistrates' Courts
2022-06-30,2022-06-30,CHAR_13_TO_UNDER_26_WEEKS,METHOD_TOTAL_ADJUDICATED,2022-06-30,ALL_COURTS,defendant-count,person,79846,observed,79846,sha256:a541909bfe1a7f44d214e9ae870bb33e6c43feb181f73b07ed5f930d0cdd8b8c,Table 6,R9C4,sha256:d4e72c2fa420c60b3d2c6009cf989bddbe3b0935c24254b440d9830d6ed24b9d,criminal-courts-australia,sha256:52fb1d3bf4769266f98d75b00d6e600924922bf586dd18c443cfca44fb472b4b,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a4a21f46069267aea9708167a02ec7469f094dc1fbb28125622171531d730957,sha256:67c1b662a38402e7306b4f71b2fbb86a1d19936d16d57b43a443cf239af68feb,human-authored/deterministic-map-v1,replay:sha256:5c511bf97198ef9310493bf9dade51ede471d580d6ff221e804de7a88dbfb361,13 to under 26 weeks,"Total
adjudicated",2020–21,All Courts
2022-06-30,2022-06-30,CHAR_13_TO_UNDER_26_WEEKS,METHOD_TOTAL_ADJUDICATED,2022-06-30,CHILDRENS_COURTS,defendant-count,person,4504,observed,4504,sha256:a541909bfe1a7f44d214e9ae870bb33e6c43feb181f73b07ed5f930d0cdd8b8c,Table 6,R39C4,sha256:d4e72c2fa420c60b3d2c6009cf989bddbe3b0935c24254b440d9830d6ed24b9d,criminal-courts-australia,sha256:52fb1d3bf4769266f98d75b00d6e600924922bf586dd18c443cfca44fb472b4b,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a4a21f46069267aea9708167a02ec7469f094dc1fbb28125622171531d730957,sha256:67c1b662a38402e7306b4f71b2fbb86a1d19936d16d57b43a443cf239af68feb,human-authored/deterministic-map-v1,replay:sha256:5c511bf97198ef9310493bf9dade51ede471d580d6ff221e804de7a88dbfb361,13 to under 26 weeks,"Total
adjudicated",2020–21,Children's Courts
2022-06-30,2022-06-30,CHAR_13_TO_UNDER_26_WEEKS,METHOD_TOTAL_ADJUDICATED,2022-06-30,HIGHER_COURTS,defendant-count,person,3979,observed,3979,sha256:a541909bfe1a7f44d214e9ae870bb33e6c43feb181f73b07ed5f930d0cdd8b8c,Table 6,R19C4,sha256:d4e72c2fa420c60b3d2c6009cf989bddbe3b0935c24254b440d9830d6ed24b9d,criminal-courts-australia,sha256:52fb1d3bf4769266f98d75b00d6e600924922bf586dd18c443cfca44fb472b4b,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a4a21f46069267aea9708167a02ec7469f094dc1fbb28125622171531d730957,sha256:67c1b662a38402e7306b4f71b2fbb86a1d19936d16d57b43a443cf239af68feb,human-authored/deterministic-map-v1,replay:sha256:5c511bf97198ef9310493bf9dade51ede471d580d6ff221e804de7a88dbfb361,13 to under 26 weeks,"Total
adjudicated",2020–21,Higher Courts
2022-06-30,2022-06-30,CHAR_13_TO_UNDER_26_WEEKS,METHOD_TOTAL_ADJUDICATED,2022-06-30,MAGISTRATES_COURTS,defendant-count,person,71364,observed,71364,sha256:a541909bfe1a7f44d214e9ae870bb33e6c43feb181f73b07ed5f930d0cdd8b8c,Table 6,R29C4,sha256:d4e72c2fa420c60b3d2c6009cf989bddbe3b0935c24254b440d9830d6ed24b9d,criminal-courts-australia,sha256:52fb1d3bf4769266f98d75b00d6e600924922bf586dd18c443cfca44fb472b4b,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a4a21f46069267aea9708167a02ec7469f094dc1fbb28125622171531d730957,sha256:67c1b662a38402e7306b4f71b2fbb86a1d19936d16d57b43a443cf239af68feb,human-authored/deterministic-map-v1,replay:sha256:5c511bf97198ef9310493bf9dade51ede471d580d6ff221e804de7a88dbfb361,13 to under 26 weeks,"Total
adjudicated",2020–21,Magistrates' Courts
2022-06-30,2022-06-30,CHAR_13_TO_UNDER_26_WEEKS,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,2022-06-30,ALL_COURTS,defendant-count,person,4511,observed,4511,sha256:a541909bfe1a7f44d214e9ae870bb33e6c43feb181f73b07ed5f930d0cdd8b8c,Table 6,R9C5,sha256:d4e72c2fa420c60b3d2c6009cf989bddbe3b0935c24254b440d9830d6ed24b9d,criminal-courts-australia,sha256:52fb1d3bf4769266f98d75b00d6e600924922bf586dd18c443cfca44fb472b4b,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a4a21f46069267aea9708167a02ec7469f094dc1fbb28125622171531d730957,sha256:67c1b662a38402e7306b4f71b2fbb86a1d19936d16d57b43a443cf239af68feb,human-authored/deterministic-map-v1,replay:sha256:5c511bf97198ef9310493bf9dade51ede471d580d6ff221e804de7a88dbfb361,13 to under 26 weeks,Transfer to other court levels,2020–21,All Courts
2022-06-30,2022-06-30,CHAR_13_TO_UNDER_26_WEEKS,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,2022-06-30,CHILDRENS_COURTS,defendant-count,person,418,observed,418,sha256:a541909bfe1a7f44d214e9ae870bb33e6c43feb181f73b07ed5f930d0cdd8b8c,Table 6,R39C5,sha256:d4e72c2fa420c60b3d2c6009cf989bddbe3b0935c24254b440d9830d6ed24b9d,criminal-courts-australia,sha256:52fb1d3bf4769266f98d75b00d6e600924922bf586dd18c443cfca44fb472b4b,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a4a21f46069267aea9708167a02ec7469f094dc1fbb28125622171531d730957,sha256:67c1b662a38402e7306b4f71b2fbb86a1d19936d16d57b43a443cf239af68feb,human-authored/deterministic-map-v1,replay:sha256:5c511bf97198ef9310493bf9dade51ede471d580d6ff221e804de7a88dbfb361,13 to under 26 weeks,Transfer to other court levels,2020–21,Children's Courts
2022-06-30,2022-06-30,CHAR_13_TO_UNDER_26_WEEKS,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,2022-06-30,HIGHER_COURTS,defendant-count,person,73,observed,73,sha256:a541909bfe1a7f44d214e9ae870bb33e6c43feb181f73b07ed5f930d0cdd8b8c,Table 6,R19C5,sha256:d4e72c2fa420c60b3d2c6009cf989bddbe3b0935c24254b440d9830d6ed24b9d,criminal-courts-australia,sha256:52fb1d3bf4769266f98d75b00d6e600924922bf586dd18c443cfca44fb472b4b,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a4a21f46069267aea9708167a02ec7469f094dc1fbb28125622171531d730957,sha256:67c1b662a38402e7306b4f71b2fbb86a1d19936d16d57b43a443cf239af68feb,human-authored/deterministic-map-v1,replay:sha256:5c511bf97198ef9310493bf9dade51ede471d580d6ff221e804de7a88dbfb361,13 to under 26 weeks,Transfer to other court levels,2020–21,Higher Courts
2022-06-30,2022-06-30,CHAR_13_TO_UNDER_26_WEEKS,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,2022-06-30,MAGISTRATES_COURTS,defendant-count,person,4018,observed,4018,sha256:a541909bfe1a7f44d214e9ae870bb33e6c43feb181f73b07ed5f930d0cdd8b8c,Table 6,R29C5,sha256:d4e72c2fa420c60b3d2c6009cf989bddbe3b0935c24254b440d9830d6ed24b9d,criminal-courts-australia,sha256:52fb1d3bf4769266f98d75b00d6e600924922bf586dd18c443cfca44fb472b4b,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a4a21f46069267aea9708167a02ec7469f094dc1fbb28125622171531d730957,sha256:67c1b662a38402e7306b4f71b2fbb86a1d19936d16d57b43a443cf239af68feb,human-authored/deterministic-map-v1,replay:sha256:5c511bf97198ef9310493bf9dade51ede471d580d6ff221e804de7a88dbfb361,13 to under 26 weeks,Transfer to other court levels,2020–21,Magistrates' Courts
2022-06-30,2022-06-30,CHAR_13_TO_UNDER_26_WEEKS,METHOD_WITHDRAWN_BY_PROSECUTION,2022-06-30,ALL_COURTS,defendant-count,person,11063,observed,11063,sha256:a541909bfe1a7f44d214e9ae870bb33e6c43feb181f73b07ed5f930d0cdd8b8c,Table 6,R9C6,sha256:d4e72c2fa420c60b3d2c6009cf989bddbe3b0935c24254b440d9830d6ed24b9d,criminal-courts-australia,sha256:52fb1d3bf4769266f98d75b00d6e600924922bf586dd18c443cfca44fb472b4b,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a4a21f46069267aea9708167a02ec7469f094dc1fbb28125622171531d730957,sha256:67c1b662a38402e7306b4f71b2fbb86a1d19936d16d57b43a443cf239af68feb,human-authored/deterministic-map-v1,replay:sha256:5c511bf97198ef9310493bf9dade51ede471d580d6ff221e804de7a88dbfb361,13 to under 26 weeks,Withdrawn by prosecution,2020–21,All Courts
2022-06-30,2022-06-30,CHAR_13_TO_UNDER_26_WEEKS,METHOD_WITHDRAWN_BY_PROSECUTION,2022-06-30,CHILDRENS_COURTS,defendant-count,person,965,observed,965,sha256:a541909bfe1a7f44d214e9ae870bb33e6c43feb181f73b07ed5f930d0cdd8b8c,Table 6,R39C6,sha256:d4e72c2fa420c60b3d2c6009cf989bddbe3b0935c24254b440d9830d6ed24b9d,criminal-courts-australia,sha256:52fb1d3bf4769266f98d75b00d6e600924922bf586dd18c443cfca44fb472b4b,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a4a21f46069267aea9708167a02ec7469f094dc1fbb28125622171531d730957,sha256:67c1b662a38402e7306b4f71b2fbb86a1d19936d16d57b43a443cf239af68feb,human-authored/deterministic-map-v1,replay:sha256:5c511bf97198ef9310493bf9dade51ede471d580d6ff221e804de7a88dbfb361,13 to under 26 weeks,Withdrawn by prosecution,2020–21,Children's Courts
2022-06-30,2022-06-30,CHAR_13_TO_UNDER_26_WEEKS,METHOD_WITHDRAWN_BY_PROSECUTION,2022-06-30,HIGHER_COURTS,defendant-count,person,307,observed,307,sha256:a541909bfe1a7f44d214e9ae870bb33e6c43feb181f73b07ed5f930d0cdd8b8c,Table 6,R19C6,sha256:d4e72c2fa420c60b3d2c6009cf989bddbe3b0935c24254b440d9830d6ed24b9d,criminal-courts-australia,sha256:52fb1d3bf4769266f98d75b00d6e600924922bf586dd18c443cfca44fb472b4b,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a4a21f46069267aea9708167a02ec7469f094dc1fbb28125622171531d730957,sha256:67c1b662a38402e7306b4f71b2fbb86a1d19936d16d57b43a443cf239af68feb,human-authored/deterministic-map-v1,replay:sha256:5c511bf97198ef9310493bf9dade51ede471d580d6ff221e804de7a88dbfb361,13 to under 26 weeks,Withdrawn by prosecution,2020–21,Higher Courts
2022-06-30,2022-06-30,CHAR_13_TO_UNDER_26_WEEKS,METHOD_WITHDRAWN_BY_PROSECUTION,2022-06-30,MAGISTRATES_COURTS,defendant-count,person,9794,observed,9794,sha256:a541909bfe1a7f44d214e9ae870bb33e6c43feb181f73b07ed5f930d0cdd8b8c,Table 6,R29C6,sha256:d4e72c2fa420c60b3d2c6009cf989bddbe3b0935c24254b440d9830d6ed24b9d,criminal-courts-australia,sha256:52fb1d3bf4769266f98d75b00d6e600924922bf586dd18c443cfca44fb472b4b,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a4a21f46069267aea9708167a02ec7469f094dc1fbb28125622171531d730957,sha256:67c1b662a38402e7306b4f71b2fbb86a1d19936d16d57b43a443cf239af68feb,human-authored/deterministic-map-v1,replay:sha256:5c511bf97198ef9310493bf9dade51ede471d580d6ff221e804de7a88dbfb361,13 to under 26 weeks,Withdrawn by prosecution,2020–21,Magistrates' Courts
2022-06-30,2022-06-30,CHAR_26_TO_UNDER_39_WEEKS,METHOD_ACQUITTED,2022-06-30,ALL_COURTS,defendant-count,person,2638,observed,2638,sha256:a541909bfe1a7f44d214e9ae870bb33e6c43feb181f73b07ed5f930d0cdd8b8c,Table 6,R10C2,sha256:d4e72c2fa420c60b3d2c6009cf989bddbe3b0935c24254b440d9830d6ed24b9d,criminal-courts-australia,sha256:52fb1d3bf4769266f98d75b00d6e600924922bf586dd18c443cfca44fb472b4b,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a4a21f46069267aea9708167a02ec7469f094dc1fbb28125622171531d730957,sha256:67c1b662a38402e7306b4f71b2fbb86a1d19936d16d57b43a443cf239af68feb,human-authored/deterministic-map-v1,replay:sha256:5c511bf97198ef9310493bf9dade51ede471d580d6ff221e804de7a88dbfb361,26 to under 39 weeks,Acquitted,2020–21,All Courts
2022-06-30,2022-06-30,CHAR_26_TO_UNDER_39_WEEKS,METHOD_ACQUITTED,2022-06-30,CHILDRENS_COURTS,defendant-count,person,198,observed,198,sha256:a541909bfe1a7f44d214e9ae870bb33e6c43feb181f73b07ed5f930d0cdd8b8c,Table 6,R40C2,sha256:d4e72c2fa420c60b3d2c6009cf989bddbe3b0935c24254b440d9830d6ed24b9d,criminal-courts-australia,sha256:52fb1d3bf4769266f98d75b00d6e600924922bf586dd18c443cfca44fb472b4b,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a4a21f46069267aea9708167a02ec7469f094dc1fbb28125622171531d730957,sha256:67c1b662a38402e7306b4f71b2fbb86a1d19936d16d57b43a443cf239af68feb,human-authored/deterministic-map-v1,replay:sha256:5c511bf97198ef9310493bf9dade51ede471d580d6ff221e804de7a88dbfb361,26 to under 39 weeks,Acquitted,2020–21,Children's Courts
2022-06-30,2022-06-30,CHAR_26_TO_UNDER_39_WEEKS,METHOD_ACQUITTED,2022-06-30,HIGHER_COURTS,defendant-count,person,163,observed,163,sha256:a541909bfe1a7f44d214e9ae870bb33e6c43feb181f73b07ed5f930d0cdd8b8c,Table 6,R20C2,sha256:d4e72c2fa420c60b3d2c6009cf989bddbe3b0935c24254b440d9830d6ed24b9d,criminal-courts-australia,sha256:52fb1d3bf4769266f98d75b00d6e600924922bf586dd18c443cfca44fb472b4b,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a4a21f46069267aea9708167a02ec7469f094dc1fbb28125622171531d730957,sha256:67c1b662a38402e7306b4f71b2fbb86a1d19936d16d57b43a443cf239af68feb,human-authored/deterministic-map-v1,replay:sha256:5c511bf97198ef9310493bf9dade51ede471d580d6ff221e804de7a88dbfb361,26 to under 39 weeks,Acquitted,2020–21,Higher Courts
