publication_vintage_date,reference_date,principal_offence_id,method_of_proceeding_id,observation_period_id,statistic_basis_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,recipe_protocol,replay_map_digest,c3_row_trace_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_method_of_proceeding,raw_observation_period,raw_statistic_basis
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,COURT_ACTION_f2f508e1,2008_09_f695681e,NUMBER_a081e07b,published-value,published-unit,175,observed,175,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 29,R8C2,sha256:a1149b220fe6e9f2d13a9e8429027870a0bf53e6586fa09cdac1a20b612ed694,RecipeV01,sha256:c89dba4323e8fb61976f01299bf6fff5d85487de7d1cb8b7ea22130cdf0d29e4,sha256:8bf9a124b9d38611442f283342f4c976503d9548d643b5e782a97d665a769ac0,recorded-crime-offenders,sha256:e8031bd984da739d002c608cf516a36af497171c6685f67183fb65ee68bff7f3,tidy.table-family-acceptance/v2,sha256:76432f4b76668ba09909d4fcfefa3db3e5cc755b7b1deddd666cfe30c3fa50b8,sha256:948538fa219735ff46bb03ebdf46c883c9f5b91613219e220838f727fcaffecf,sha256:c89dba4323e8fb61976f01299bf6fff5d85487de7d1cb8b7ea22130cdf0d29e4,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c89dba4323e8fb61976f01299bf6fff5d85487de7d1cb8b7ea22130cdf0d29e4,01 Homicide and related offences,Court action,2008–09,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,COURT_ACTION_f2f508e1,2008_09_f695681e,PROPORTION_13745b70,published-value,published-unit,0.1,observed,0.1,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 29,R8C16,sha256:a1149b220fe6e9f2d13a9e8429027870a0bf53e6586fa09cdac1a20b612ed694,RecipeV01,sha256:c89dba4323e8fb61976f01299bf6fff5d85487de7d1cb8b7ea22130cdf0d29e4,sha256:8bf9a124b9d38611442f283342f4c976503d9548d643b5e782a97d665a769ac0,recorded-crime-offenders,sha256:e8031bd984da739d002c608cf516a36af497171c6685f67183fb65ee68bff7f3,tidy.table-family-acceptance/v2,sha256:76432f4b76668ba09909d4fcfefa3db3e5cc755b7b1deddd666cfe30c3fa50b8,sha256:948538fa219735ff46bb03ebdf46c883c9f5b91613219e220838f727fcaffecf,sha256:c89dba4323e8fb61976f01299bf6fff5d85487de7d1cb8b7ea22130cdf0d29e4,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c89dba4323e8fb61976f01299bf6fff5d85487de7d1cb8b7ea22130cdf0d29e4,01 Homicide and related offences,Court action,2008–09,Proportion (%)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,COURT_ACTION_f2f508e1,2009_10_d4eb8e50,NUMBER_a081e07b,published-value,published-unit,154,observed,154,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 29,R8C3,sha256:a1149b220fe6e9f2d13a9e8429027870a0bf53e6586fa09cdac1a20b612ed694,RecipeV01,sha256:c89dba4323e8fb61976f01299bf6fff5d85487de7d1cb8b7ea22130cdf0d29e4,sha256:8bf9a124b9d38611442f283342f4c976503d9548d643b5e782a97d665a769ac0,recorded-crime-offenders,sha256:e8031bd984da739d002c608cf516a36af497171c6685f67183fb65ee68bff7f3,tidy.table-family-acceptance/v2,sha256:76432f4b76668ba09909d4fcfefa3db3e5cc755b7b1deddd666cfe30c3fa50b8,sha256:948538fa219735ff46bb03ebdf46c883c9f5b91613219e220838f727fcaffecf,sha256:c89dba4323e8fb61976f01299bf6fff5d85487de7d1cb8b7ea22130cdf0d29e4,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c89dba4323e8fb61976f01299bf6fff5d85487de7d1cb8b7ea22130cdf0d29e4,01 Homicide and related offences,Court action,2009–10,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,COURT_ACTION_f2f508e1,2009_10_d4eb8e50,PROPORTION_13745b70,published-value,published-unit,0.1,observed,0.1,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 29,R8C17,sha256:a1149b220fe6e9f2d13a9e8429027870a0bf53e6586fa09cdac1a20b612ed694,RecipeV01,sha256:c89dba4323e8fb61976f01299bf6fff5d85487de7d1cb8b7ea22130cdf0d29e4,sha256:8bf9a124b9d38611442f283342f4c976503d9548d643b5e782a97d665a769ac0,recorded-crime-offenders,sha256:e8031bd984da739d002c608cf516a36af497171c6685f67183fb65ee68bff7f3,tidy.table-family-acceptance/v2,sha256:76432f4b76668ba09909d4fcfefa3db3e5cc755b7b1deddd666cfe30c3fa50b8,sha256:948538fa219735ff46bb03ebdf46c883c9f5b91613219e220838f727fcaffecf,sha256:c89dba4323e8fb61976f01299bf6fff5d85487de7d1cb8b7ea22130cdf0d29e4,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c89dba4323e8fb61976f01299bf6fff5d85487de7d1cb8b7ea22130cdf0d29e4,01 Homicide and related offences,Court action,2009–10,Proportion (%)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,COURT_ACTION_f2f508e1,2010_11_bcb455ae,NUMBER_a081e07b,published-value,published-unit,102,observed,102,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 29,R8C4,sha256:a1149b220fe6e9f2d13a9e8429027870a0bf53e6586fa09cdac1a20b612ed694,RecipeV01,sha256:c89dba4323e8fb61976f01299bf6fff5d85487de7d1cb8b7ea22130cdf0d29e4,sha256:8bf9a124b9d38611442f283342f4c976503d9548d643b5e782a97d665a769ac0,recorded-crime-offenders,sha256:e8031bd984da739d002c608cf516a36af497171c6685f67183fb65ee68bff7f3,tidy.table-family-acceptance/v2,sha256:76432f4b76668ba09909d4fcfefa3db3e5cc755b7b1deddd666cfe30c3fa50b8,sha256:948538fa219735ff46bb03ebdf46c883c9f5b91613219e220838f727fcaffecf,sha256:c89dba4323e8fb61976f01299bf6fff5d85487de7d1cb8b7ea22130cdf0d29e4,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c89dba4323e8fb61976f01299bf6fff5d85487de7d1cb8b7ea22130cdf0d29e4,01 Homicide and related offences,Court action,2010–11,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,COURT_ACTION_f2f508e1,2010_11_bcb455ae,PROPORTION_13745b70,published-value,published-unit,0.1,observed,0.1,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 29,R8C18,sha256:a1149b220fe6e9f2d13a9e8429027870a0bf53e6586fa09cdac1a20b612ed694,RecipeV01,sha256:c89dba4323e8fb61976f01299bf6fff5d85487de7d1cb8b7ea22130cdf0d29e4,sha256:8bf9a124b9d38611442f283342f4c976503d9548d643b5e782a97d665a769ac0,recorded-crime-offenders,sha256:e8031bd984da739d002c608cf516a36af497171c6685f67183fb65ee68bff7f3,tidy.table-family-acceptance/v2,sha256:76432f4b76668ba09909d4fcfefa3db3e5cc755b7b1deddd666cfe30c3fa50b8,sha256:948538fa219735ff46bb03ebdf46c883c9f5b91613219e220838f727fcaffecf,sha256:c89dba4323e8fb61976f01299bf6fff5d85487de7d1cb8b7ea22130cdf0d29e4,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c89dba4323e8fb61976f01299bf6fff5d85487de7d1cb8b7ea22130cdf0d29e4,01 Homicide and related offences,Court action,2010–11,Proportion (%)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,COURT_ACTION_f2f508e1,2011_12_dd65d86c,NUMBER_a081e07b,published-value,published-unit,110,observed,110,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 29,R8C5,sha256:a1149b220fe6e9f2d13a9e8429027870a0bf53e6586fa09cdac1a20b612ed694,RecipeV01,sha256:c89dba4323e8fb61976f01299bf6fff5d85487de7d1cb8b7ea22130cdf0d29e4,sha256:8bf9a124b9d38611442f283342f4c976503d9548d643b5e782a97d665a769ac0,recorded-crime-offenders,sha256:e8031bd984da739d002c608cf516a36af497171c6685f67183fb65ee68bff7f3,tidy.table-family-acceptance/v2,sha256:76432f4b76668ba09909d4fcfefa3db3e5cc755b7b1deddd666cfe30c3fa50b8,sha256:948538fa219735ff46bb03ebdf46c883c9f5b91613219e220838f727fcaffecf,sha256:c89dba4323e8fb61976f01299bf6fff5d85487de7d1cb8b7ea22130cdf0d29e4,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c89dba4323e8fb61976f01299bf6fff5d85487de7d1cb8b7ea22130cdf0d29e4,01 Homicide and related offences,Court action,2011–12,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,COURT_ACTION_f2f508e1,2011_12_dd65d86c,PROPORTION_13745b70,published-value,published-unit,0.1,observed,0.1,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 29,R8C19,sha256:a1149b220fe6e9f2d13a9e8429027870a0bf53e6586fa09cdac1a20b612ed694,RecipeV01,sha256:c89dba4323e8fb61976f01299bf6fff5d85487de7d1cb8b7ea22130cdf0d29e4,sha256:8bf9a124b9d38611442f283342f4c976503d9548d643b5e782a97d665a769ac0,recorded-crime-offenders,sha256:e8031bd984da739d002c608cf516a36af497171c6685f67183fb65ee68bff7f3,tidy.table-family-acceptance/v2,sha256:76432f4b76668ba09909d4fcfefa3db3e5cc755b7b1deddd666cfe30c3fa50b8,sha256:948538fa219735ff46bb03ebdf46c883c9f5b91613219e220838f727fcaffecf,sha256:c89dba4323e8fb61976f01299bf6fff5d85487de7d1cb8b7ea22130cdf0d29e4,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c89dba4323e8fb61976f01299bf6fff5d85487de7d1cb8b7ea22130cdf0d29e4,01 Homicide and related offences,Court action,2011–12,Proportion (%)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,COURT_ACTION_f2f508e1,2012_13_94552411,NUMBER_a081e07b,published-value,published-unit,126,observed,126,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 29,R8C6,sha256:a1149b220fe6e9f2d13a9e8429027870a0bf53e6586fa09cdac1a20b612ed694,RecipeV01,sha256:c89dba4323e8fb61976f01299bf6fff5d85487de7d1cb8b7ea22130cdf0d29e4,sha256:8bf9a124b9d38611442f283342f4c976503d9548d643b5e782a97d665a769ac0,recorded-crime-offenders,sha256:e8031bd984da739d002c608cf516a36af497171c6685f67183fb65ee68bff7f3,tidy.table-family-acceptance/v2,sha256:76432f4b76668ba09909d4fcfefa3db3e5cc755b7b1deddd666cfe30c3fa50b8,sha256:948538fa219735ff46bb03ebdf46c883c9f5b91613219e220838f727fcaffecf,sha256:c89dba4323e8fb61976f01299bf6fff5d85487de7d1cb8b7ea22130cdf0d29e4,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c89dba4323e8fb61976f01299bf6fff5d85487de7d1cb8b7ea22130cdf0d29e4,01 Homicide and related offences,Court action,2012–13,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,COURT_ACTION_f2f508e1,2012_13_94552411,PROPORTION_13745b70,published-value,published-unit,0.1,observed,0.1,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 29,R8C20,sha256:a1149b220fe6e9f2d13a9e8429027870a0bf53e6586fa09cdac1a20b612ed694,RecipeV01,sha256:c89dba4323e8fb61976f01299bf6fff5d85487de7d1cb8b7ea22130cdf0d29e4,sha256:8bf9a124b9d38611442f283342f4c976503d9548d643b5e782a97d665a769ac0,recorded-crime-offenders,sha256:e8031bd984da739d002c608cf516a36af497171c6685f67183fb65ee68bff7f3,tidy.table-family-acceptance/v2,sha256:76432f4b76668ba09909d4fcfefa3db3e5cc755b7b1deddd666cfe30c3fa50b8,sha256:948538fa219735ff46bb03ebdf46c883c9f5b91613219e220838f727fcaffecf,sha256:c89dba4323e8fb61976f01299bf6fff5d85487de7d1cb8b7ea22130cdf0d29e4,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c89dba4323e8fb61976f01299bf6fff5d85487de7d1cb8b7ea22130cdf0d29e4,01 Homicide and related offences,Court action,2012–13,Proportion (%)
