publication_vintage_date,reference_date,principal_offence_id,method_of_proceeding_id,observation_period_id,statistic_basis_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,recipe_protocol,replay_map_digest,c3_row_trace_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_method_of_proceeding,raw_observation_period,raw_statistic_basis
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,COURT_ACTION_f2f508e1,2008_09_f695681e,NUMBER_a081e07b,published-value,published-unit,162,observed,162,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 28,R8C2,sha256:e6b96813a29e044f2c295915dd35a0531911011d9b3026787d35ee3b59dbb3fc,RecipeV01,sha256:9752a4124283380a1ff8bb5e24f6dbd53e340a6fb83b50858cd6487864eb0e7c,sha256:7d0e0fe7364d9f9d0f80238d8be5cb5557de1a22b7a2818e81b9321f58887a89,recorded-crime-offenders,sha256:ad3447f07a3cbc13760b82f89de1585ef46f9ad9687f0e5d0b3bbafa4280f933,tidy.table-family-acceptance/v2,sha256:73c67eaa3786ce9fb9ae02c8b83b472f51ac12ebe7cb345538d729aa7687d1ef,sha256:8bfd66b35708106f5ecd93fb0453af0c5976a36d0043caff5bc973677c794abb,sha256:9752a4124283380a1ff8bb5e24f6dbd53e340a6fb83b50858cd6487864eb0e7c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:9752a4124283380a1ff8bb5e24f6dbd53e340a6fb83b50858cd6487864eb0e7c,01 Homicide and related offences,Court action,2008–09,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,COURT_ACTION_f2f508e1,2008_09_f695681e,PROPORTION_13745b70,published-value,published-unit,0.3,observed,0.3,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 28,R8C16,sha256:e6b96813a29e044f2c295915dd35a0531911011d9b3026787d35ee3b59dbb3fc,RecipeV01,sha256:9752a4124283380a1ff8bb5e24f6dbd53e340a6fb83b50858cd6487864eb0e7c,sha256:7d0e0fe7364d9f9d0f80238d8be5cb5557de1a22b7a2818e81b9321f58887a89,recorded-crime-offenders,sha256:ad3447f07a3cbc13760b82f89de1585ef46f9ad9687f0e5d0b3bbafa4280f933,tidy.table-family-acceptance/v2,sha256:73c67eaa3786ce9fb9ae02c8b83b472f51ac12ebe7cb345538d729aa7687d1ef,sha256:8bfd66b35708106f5ecd93fb0453af0c5976a36d0043caff5bc973677c794abb,sha256:9752a4124283380a1ff8bb5e24f6dbd53e340a6fb83b50858cd6487864eb0e7c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:9752a4124283380a1ff8bb5e24f6dbd53e340a6fb83b50858cd6487864eb0e7c,01 Homicide and related offences,Court action,2008–09,Proportion (%)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,COURT_ACTION_f2f508e1,2009_10_d4eb8e50,NUMBER_a081e07b,published-value,published-unit,146,observed,146,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 28,R8C3,sha256:e6b96813a29e044f2c295915dd35a0531911011d9b3026787d35ee3b59dbb3fc,RecipeV01,sha256:9752a4124283380a1ff8bb5e24f6dbd53e340a6fb83b50858cd6487864eb0e7c,sha256:7d0e0fe7364d9f9d0f80238d8be5cb5557de1a22b7a2818e81b9321f58887a89,recorded-crime-offenders,sha256:ad3447f07a3cbc13760b82f89de1585ef46f9ad9687f0e5d0b3bbafa4280f933,tidy.table-family-acceptance/v2,sha256:73c67eaa3786ce9fb9ae02c8b83b472f51ac12ebe7cb345538d729aa7687d1ef,sha256:8bfd66b35708106f5ecd93fb0453af0c5976a36d0043caff5bc973677c794abb,sha256:9752a4124283380a1ff8bb5e24f6dbd53e340a6fb83b50858cd6487864eb0e7c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:9752a4124283380a1ff8bb5e24f6dbd53e340a6fb83b50858cd6487864eb0e7c,01 Homicide and related offences,Court action,2009–10,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,COURT_ACTION_f2f508e1,2009_10_d4eb8e50,PROPORTION_13745b70,published-value,published-unit,0.3,observed,0.3,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 28,R8C17,sha256:e6b96813a29e044f2c295915dd35a0531911011d9b3026787d35ee3b59dbb3fc,RecipeV01,sha256:9752a4124283380a1ff8bb5e24f6dbd53e340a6fb83b50858cd6487864eb0e7c,sha256:7d0e0fe7364d9f9d0f80238d8be5cb5557de1a22b7a2818e81b9321f58887a89,recorded-crime-offenders,sha256:ad3447f07a3cbc13760b82f89de1585ef46f9ad9687f0e5d0b3bbafa4280f933,tidy.table-family-acceptance/v2,sha256:73c67eaa3786ce9fb9ae02c8b83b472f51ac12ebe7cb345538d729aa7687d1ef,sha256:8bfd66b35708106f5ecd93fb0453af0c5976a36d0043caff5bc973677c794abb,sha256:9752a4124283380a1ff8bb5e24f6dbd53e340a6fb83b50858cd6487864eb0e7c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:9752a4124283380a1ff8bb5e24f6dbd53e340a6fb83b50858cd6487864eb0e7c,01 Homicide and related offences,Court action,2009–10,Proportion (%)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,COURT_ACTION_f2f508e1,2010_11_bcb455ae,NUMBER_a081e07b,published-value,published-unit,103,observed,103,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 28,R8C4,sha256:e6b96813a29e044f2c295915dd35a0531911011d9b3026787d35ee3b59dbb3fc,RecipeV01,sha256:9752a4124283380a1ff8bb5e24f6dbd53e340a6fb83b50858cd6487864eb0e7c,sha256:7d0e0fe7364d9f9d0f80238d8be5cb5557de1a22b7a2818e81b9321f58887a89,recorded-crime-offenders,sha256:ad3447f07a3cbc13760b82f89de1585ef46f9ad9687f0e5d0b3bbafa4280f933,tidy.table-family-acceptance/v2,sha256:73c67eaa3786ce9fb9ae02c8b83b472f51ac12ebe7cb345538d729aa7687d1ef,sha256:8bfd66b35708106f5ecd93fb0453af0c5976a36d0043caff5bc973677c794abb,sha256:9752a4124283380a1ff8bb5e24f6dbd53e340a6fb83b50858cd6487864eb0e7c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:9752a4124283380a1ff8bb5e24f6dbd53e340a6fb83b50858cd6487864eb0e7c,01 Homicide and related offences,Court action,2010–11,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,COURT_ACTION_f2f508e1,2010_11_bcb455ae,PROPORTION_13745b70,published-value,published-unit,0.2,observed,0.2,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 28,R8C18,sha256:e6b96813a29e044f2c295915dd35a0531911011d9b3026787d35ee3b59dbb3fc,RecipeV01,sha256:9752a4124283380a1ff8bb5e24f6dbd53e340a6fb83b50858cd6487864eb0e7c,sha256:7d0e0fe7364d9f9d0f80238d8be5cb5557de1a22b7a2818e81b9321f58887a89,recorded-crime-offenders,sha256:ad3447f07a3cbc13760b82f89de1585ef46f9ad9687f0e5d0b3bbafa4280f933,tidy.table-family-acceptance/v2,sha256:73c67eaa3786ce9fb9ae02c8b83b472f51ac12ebe7cb345538d729aa7687d1ef,sha256:8bfd66b35708106f5ecd93fb0453af0c5976a36d0043caff5bc973677c794abb,sha256:9752a4124283380a1ff8bb5e24f6dbd53e340a6fb83b50858cd6487864eb0e7c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:9752a4124283380a1ff8bb5e24f6dbd53e340a6fb83b50858cd6487864eb0e7c,01 Homicide and related offences,Court action,2010–11,Proportion (%)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,COURT_ACTION_f2f508e1,2011_12_dd65d86c,NUMBER_a081e07b,published-value,published-unit,115,observed,115,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 28,R8C5,sha256:e6b96813a29e044f2c295915dd35a0531911011d9b3026787d35ee3b59dbb3fc,RecipeV01,sha256:9752a4124283380a1ff8bb5e24f6dbd53e340a6fb83b50858cd6487864eb0e7c,sha256:7d0e0fe7364d9f9d0f80238d8be5cb5557de1a22b7a2818e81b9321f58887a89,recorded-crime-offenders,sha256:ad3447f07a3cbc13760b82f89de1585ef46f9ad9687f0e5d0b3bbafa4280f933,tidy.table-family-acceptance/v2,sha256:73c67eaa3786ce9fb9ae02c8b83b472f51ac12ebe7cb345538d729aa7687d1ef,sha256:8bfd66b35708106f5ecd93fb0453af0c5976a36d0043caff5bc973677c794abb,sha256:9752a4124283380a1ff8bb5e24f6dbd53e340a6fb83b50858cd6487864eb0e7c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:9752a4124283380a1ff8bb5e24f6dbd53e340a6fb83b50858cd6487864eb0e7c,01 Homicide and related offences,Court action,2011–12,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,COURT_ACTION_f2f508e1,2011_12_dd65d86c,PROPORTION_13745b70,published-value,published-unit,0.2,observed,0.2,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 28,R8C19,sha256:e6b96813a29e044f2c295915dd35a0531911011d9b3026787d35ee3b59dbb3fc,RecipeV01,sha256:9752a4124283380a1ff8bb5e24f6dbd53e340a6fb83b50858cd6487864eb0e7c,sha256:7d0e0fe7364d9f9d0f80238d8be5cb5557de1a22b7a2818e81b9321f58887a89,recorded-crime-offenders,sha256:ad3447f07a3cbc13760b82f89de1585ef46f9ad9687f0e5d0b3bbafa4280f933,tidy.table-family-acceptance/v2,sha256:73c67eaa3786ce9fb9ae02c8b83b472f51ac12ebe7cb345538d729aa7687d1ef,sha256:8bfd66b35708106f5ecd93fb0453af0c5976a36d0043caff5bc973677c794abb,sha256:9752a4124283380a1ff8bb5e24f6dbd53e340a6fb83b50858cd6487864eb0e7c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:9752a4124283380a1ff8bb5e24f6dbd53e340a6fb83b50858cd6487864eb0e7c,01 Homicide and related offences,Court action,2011–12,Proportion (%)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,COURT_ACTION_f2f508e1,2012_13_94552411,NUMBER_a081e07b,published-value,published-unit,128,observed,128,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 28,R8C6,sha256:e6b96813a29e044f2c295915dd35a0531911011d9b3026787d35ee3b59dbb3fc,RecipeV01,sha256:9752a4124283380a1ff8bb5e24f6dbd53e340a6fb83b50858cd6487864eb0e7c,sha256:7d0e0fe7364d9f9d0f80238d8be5cb5557de1a22b7a2818e81b9321f58887a89,recorded-crime-offenders,sha256:ad3447f07a3cbc13760b82f89de1585ef46f9ad9687f0e5d0b3bbafa4280f933,tidy.table-family-acceptance/v2,sha256:73c67eaa3786ce9fb9ae02c8b83b472f51ac12ebe7cb345538d729aa7687d1ef,sha256:8bfd66b35708106f5ecd93fb0453af0c5976a36d0043caff5bc973677c794abb,sha256:9752a4124283380a1ff8bb5e24f6dbd53e340a6fb83b50858cd6487864eb0e7c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:9752a4124283380a1ff8bb5e24f6dbd53e340a6fb83b50858cd6487864eb0e7c,01 Homicide and related offences,Court action,2012–13,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,COURT_ACTION_f2f508e1,2012_13_94552411,PROPORTION_13745b70,published-value,published-unit,0.2,observed,0.2,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 28,R8C20,sha256:e6b96813a29e044f2c295915dd35a0531911011d9b3026787d35ee3b59dbb3fc,RecipeV01,sha256:9752a4124283380a1ff8bb5e24f6dbd53e340a6fb83b50858cd6487864eb0e7c,sha256:7d0e0fe7364d9f9d0f80238d8be5cb5557de1a22b7a2818e81b9321f58887a89,recorded-crime-offenders,sha256:ad3447f07a3cbc13760b82f89de1585ef46f9ad9687f0e5d0b3bbafa4280f933,tidy.table-family-acceptance/v2,sha256:73c67eaa3786ce9fb9ae02c8b83b472f51ac12ebe7cb345538d729aa7687d1ef,sha256:8bfd66b35708106f5ecd93fb0453af0c5976a36d0043caff5bc973677c794abb,sha256:9752a4124283380a1ff8bb5e24f6dbd53e340a6fb83b50858cd6487864eb0e7c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:9752a4124283380a1ff8bb5e24f6dbd53e340a6fb83b50858cd6487864eb0e7c,01 Homicide and related offences,Court action,2012–13,Proportion (%)
